,bin,lat,lon,cluster,ОКЭД,Наименование основного вида деятельности,Наименование КРП,Юридическая форма,mean,count,sum
860,560112401564,76.236155,52.901436,89215d21e87ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,653.2222222222222,18.0,11758.0
861,560226450196,76.968264,52.285522,89215902083ffff,47822.0,"Розничная торговля одеждой, обувью и текстильными изделиями на рынках",Малые предприятия (<= 5),ИП,5900.0,2.0,11800.0
862,560227400747,75.317853,51.7291,89215801c87ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,10321.42857142857,14.0,144500.0
863,560227401262,76.960323,52.280652,8921590246fffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,53396.22641509434,53.0,2830000.0
864,560302402258,75.460586,52.033813,892158aa6cfffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,,,
865,560314450481,76.952032,52.292309,89215902407ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,13222.222222222224,9.0,119000.0
866,560321400542,76.990767,52.261342,892159023c3ffff,71209.0,"Деятельность прочих учреждений, осуществляющих технические испытания и анализы",Малые предприятия (<= 5),ИП,2358.4615384615386,65.0,153300.0
867,560326401419,76.965776,52.284823,89215902093ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,21487.5,8.0,171900.0
868,560410450413,76.947217,52.283374,8921590247bffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,16863.571428571428,7.0,118045.0
869,560415400355,76.944711,52.281214,8921590244fffff,,,,,6952.722222222223,18.0,125149.0
870,560416450377,76.985629,52.262251,892159022a7ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,9060.0,5.0,45300.0
871,560428401433,76.969217,52.298026,892159025cfffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,2257.5636363636363,55.0,124166.0
872,560501404414,76.968264,52.285522,89215902083ffff,47822.0,"Розничная торговля одеждой, обувью и текстильными изделиями на рынках",Малые предприятия (<= 5),ИП,29285.714285714286,7.0,205000.0
873,560503350016,76.940974,52.043031,8921590b333ffff,45201.0,"Техническое обслуживание и ремонт автомобилей, за исключением произведенных станциями технического обслуживания, находящимися на придорожной полосе",Малые предприятия (<= 5),ИП,2131.818181818182,22.0,46900.0
874,560516300259,78.142551,53.005834,8920649a32bffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,15621.545454545454,11.0,171837.0
875,560525402220,75.792855,51.451528,892158676d3ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
876,560613450167,76.984263,52.264335,8921590206bffff,77111.0,Аренда легковых автомобилей и легких автотранспортных средств,Малые предприятия (<= 5),ИП,1760.728155339806,103.0,181355.0
877,560624401343,76.960323,52.280652,8921590246fffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,63642.857142857145,7.0,445500.0
878,560625300905,76.952831,52.291262,8921590243bffff,18120.0,Прочие виды печатного производства,Малые предприятия (<= 5),ИП,2000.0,1.0,2000.0
879,560705450070,75.318481,51.733139,8921580034bffff,47224.0,"Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1247.3684210526317,19.0,23700.0
880,560721400527,76.934937,52.297503,89215902483ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,956.0,65.0,62140.0
881,560721401068,75.460586,52.033813,892158aa6cfffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,459.2708333333333,48.0,22045.0
882,560803401233,75.290526,51.722478,892158011b7ffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,50607.69230769231,13.0,657900.0
883,560808450040,76.93835,52.282845,89215902443ffff,47891.0,"Розничная торговля прочими товарами в торговых палатках, ларьках и киосках",Малые предприятия (<= 5),ИП,2270.0,5.0,11350.0
884,560809400466,76.971193,52.262924,892159022b3ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,2688.8888888888887,18.0,48400.0
885,560809401167,76.951879,52.283853,89215902463ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (6 - 10),ИП,2900.957219251337,1309.0,3797353.0
886,560819400558,76.952032,52.292309,89215902407ffff,47651.0,"Розничная торговля играми и игрушками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,2718.333333333333,21.0,57085.0
887,560820301854,76.976511,52.289153,8921590254bffff,47791.0,"Розничная торговля подержанными товарами в магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1569.613924050633,158.0,247999.0
888,560820350149,76.947558,52.267179,8921590263bffff,46410.0,Оптовая торговля текстильными изделиями,Малые предприятия (<= 5),ИП,6684.83870967742,124.0,828920.0
889,560901401662,76.965165,52.292033,89215902427ffff,86210.0,Общая врачебная практика,Малые предприятия (6 - 10),ИП,3466.6666666666665,15.0,52000.0
890,560905401149,76.992267,52.239828,892159004c7ffff,47752.0,"Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",Малые предприятия (<= 5),ИП,677.820895522388,67.0,45414.0
891,560909400608,76.733651,52.629334,8921598764bffff,47999.0,Прочая розничная торговля вне магазинов,Малые предприятия (<= 5),ИП,1445.25,16.0,23124.0
892,560910300012,76.921911,52.039225,8921590b3c7ffff,,,,,6202.142857142857,14.0,86830.0
893,560921401413,75.33925,51.705258,892158018cfffff,47731.0,"Розничная торговля фармацевтическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (31-40),ИП,4025.8063157894735,475.0,1912258.0
894,560929401259,75.322254,51.728113,89215801cbbffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,3962.5,20.0,79250.0
895,561022450020,76.993812,52.298841,8921590252bffff,46499.0,"Оптовая торговля прочими непродовольственными товарами потребительского назначения, не включенными в другие группировки",Малые предприятия (<= 5),ИП,26545.0,10.0,265450.0
896,561107400452,75.326629,51.729692,89215801ca3ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,8093.205882352941,170.0,1375845.0
897,561107401044,75.457478,53.331747,89215d84b63ffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,726.6666666666666,15.0,10900.0
898,561115350083,77.130725,52.320166,89215915aafffff,47711.0,"Розничная торговля трикотажными и чулочно-носочными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,7484.241496598639,294.0,2200367.0
899,561210401609,75.798451,51.459677,89215867693ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,2238.4615384615386,13.0,29100.0
900,561217400064,75.716938,50.793987,89215a370d3ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
901,561219350213,76.93606,52.039702,8921590b30fffff,49320.0,Деятельность такси,Малые предприятия (<= 5),ИП,400.0,40.0,16000.0
902,570101408068,76.973439,52.277902,89215902013ffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,1505.5555555555557,54.0,81300.0
903,570117450155,75.712563,50.79582,89215a3746bffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1365.549019607843,102.0,139286.0
904,570128450294,75.465473,53.33037,89215dba59bffff,47751.0,"Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах,  являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1135.0,2.0,2270.0
905,570130400447,75.460586,52.033813,892158aa6cfffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,,,
906,570203450122,75.699062,50.785639,89215a37613ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
907,570205401462,77.130725,52.320166,89215915aafffff,47751.0,"Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах,  являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1851.8840579710145,69.0,127780.0
908,570205401731,76.929529,52.039065,8921590b303ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (6 - 10),ИП,7403.957386363636,704.0,5212386.0
909,570215400538,76.985701,52.252395,89215902223ffff,46341.0,"Оптовая торговля напитками в магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,431.38461538461536,65.0,28040.0
910,570224300818,76.973511,52.284856,89215902087ffff,47892.0,Розничная торговля прочими товарами на рынках,Малые предприятия (<= 5),ИП,10289.302325581397,43.0,442440.0
911,570228450614,75.793753,51.455557,8921586296fffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,2712.851851851852,27.0,73247.0
912,570301400367,76.981892,52.281814,892159020abffff,47211.0,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1063.267716535433,127.0,135035.0
913,570304450092,75.459912,53.329359,89215d84b6fffff,47731.0,"Розничная торговля фармацевтическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,6528.301886792453,159.0,1038000.0
914,570305450484,76.965498,52.282503,8921590209bffff,96040.0,Деятельность по обеспечению физического комфорта,Малые предприятия (<= 5),ИП,1825.0,8.0,14600.0
915,570308450728,76.95346,52.277561,892159026a7ffff,47892.0,Розничная торговля прочими товарами на рынках,Малые предприятия (<= 5),ИП,,,
916,570317400235,76.943704,52.264665,8921590260fffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,1851.578431372549,102.0,188861.0
917,570325450552,76.960323,52.280652,8921590246fffff,95291.0,Ремонт трикотажных и вязаных изделий,Малые предприятия (<= 5),ИП,4016.571428571429,35.0,140580.0
918,570408450414,76.980661,51.951321,89215946eb3ffff,47291.0,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,558.92,25.0,13973.0
919,570410300795,78.155217,52.485252,892064c88afffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1417.7118644067796,59.0,83645.0
920,570420400136,76.968264,52.285522,89215902083ffff,47721.0,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,15363.636363636364,11.0,169000.0
921,570422450133,76.95143,52.297299,892159024a3ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,2854.736842105264,19.0,54240.0
922,570423400599,76.974517,52.290089,8921590254bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,752.3076923076923,65.0,48900.0
923,570506450239,75.326225,51.719739,89215801c0fffff,47791.0,"Розничная торговля подержанными товарами в магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1793.529411764706,17.0,30490.0
924,570515450119,76.937506,52.274106,8921590268fffff,32999.0,Производство прочих изделий,Малые предприятия (<= 5),ИП,,,
925,570521401252,76.967285,52.279671,8921590208bffff,46190.0,Деятельность агентов по оптовой торговле товарами широкого ассортимента,Малые предприятия (<= 5),ИП,1981.6699029126212,103.0,204112.0
926,570524350131,76.84047,53.437025,89214ac6a6fffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,3036.1428571428573,7.0,21253.0
927,570604300299,76.964716,52.296561,892159025cbffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (6 - 10),ИП,958.9193548387096,62.0,59453.0
928,570610300102,75.716938,50.793987,89215a370d3ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (16-20),ИП,3000.0,1.0,3000.0
929,570624400224,76.952571,52.293124,89215902407ffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,20433.33333333333,3.0,61300.0
930,570721350231,76.947558,52.267179,8921590263bffff,52214.0,Деятельность автомобильных стоянок,Малые предприятия (<= 5),ИП,477.6223776223776,143.0,68300.0
931,570801300894,76.951843,52.267394,8921590263bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (6 - 10),ИП,2250.776859504132,242.0,544688.0
932,570810401888,76.969908,52.29622,892159025cfffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,7154.384615384615,39.0,279021.0
933,570810450023,75.459912,53.329359,89215d84b6fffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1200.0,1.0,1200.0
934,570812450123,75.699062,50.785639,89215a37613ffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,,,
935,570817450190,76.948753,52.265233,8921590263bffff,52214.0,Деятельность автомобильных стоянок,Малые предприятия (<= 5),ИП,3166.6666666666665,6.0,19000.0
936,570820402167,75.463335,53.331967,89215d84b67ffff,47891.0,"Розничная торговля прочими товарами в торговых палатках, ларьках и киосках",Малые предприятия (<= 5),ИП,,,
937,570824450052,76.952571,52.293124,89215902407ffff,47711.0,"Розничная торговля трикотажными и чулочно-носочными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,4666.666666666667,3.0,14000.0
938,570831400216,76.967303,52.270265,89215902053ffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,933.3333333333334,15.0,14000.0
939,570911450469,76.943085,52.289186,8921590241bffff,96090.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",Малые предприятия (<= 5),ИП,59537.833333333336,6.0,357227.0
940,570914450356,76.926412,52.032383,8921590b343ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,439.7560975609756,41.0,18030.0
941,570918401191,76.940183,52.283891,89215902443ffff,47192.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",Малые предприятия (<= 5),ИП,55976.92307692308,26.0,1455400.0
942,571001450127,76.939276,52.277831,8921590244bffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,2528.5714285714284,14.0,35400.0
943,571005400767,76.942105,52.28242,8921590244fffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,17065.384615384617,13.0,221850.0
944,571013450093,76.969217,52.298026,892159025cfffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1979.5828220858896,163.0,322672.0
945,571014300115,77.222506,52.787718,892159b29abffff,49311.0,Перевозки автобусами,Малые предприятия (<= 5),ИП,1433.3333333333333,6.0,8600.0
946,571019401593,76.981802,52.282503,892159020abffff,95299.0,"Ремонт прочих предметов личного потребления и бытовых товаров, не включенных в другие группировки",Малые предприятия (<= 5),ИП,2372.851670741646,1227.0,2911489.0
947,571104450276,76.949112,52.294821,892159024abffff,61909.0,"Прочая деятельность в области телекоммуникаций, не включенная в другие группировки",Малые предприятия (<= 5),ИП,,,
948,571105350334,76.969827,52.275351,8921590201bffff,77111.0,Аренда легковых автомобилей и легких автотранспортных средств,Малые предприятия (<= 5),ИП,78857.19047619047,21.0,1656001.0
949,571109300052,76.974517,52.290089,8921590254bffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,956.35,40.0,38254.0
950,571218450385,76.952104,52.309106,89215910b73ffff,56299.0,"Прочая деятельность по обеспечению питанием, не включенная в другие группировки",Малые предприятия (<= 5),ИП,1204.1666666666667,18.0,21675.0
951,571224400074,76.968264,52.285522,89215902083ffff,47721.0,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,33300.0,5.0,166500.0
952,571228400501,76.107076,53.061648,89215d30837ffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,,,
953,571231400230,76.968426,52.269278,89215902043ffff,47711.0,"Розничная торговля трикотажными и чулочно-носочными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,4662.5,8.0,37300.0
954,580101409860,76.968264,52.285522,89215902083ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
955,580101451435,76.967285,52.279671,8921590208bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,13508.177966101695,118.0,1593965.0
956,580102450195,76.94666,52.294,89215902417ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,2238.4615384615386,26.0,58200.0
957,580119300968,76.947307,52.251446,892159035a7ffff,47241.0,"Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,,,
958,580124400733,75.460586,52.033813,892158aa6cfffff,95292.0,"Ремонт швейных изделий, головных уборов и изделий текстильной галантереи",Малые предприятия (<= 5),ИП,3500.0,4.0,14000.0
959,580202402238,75.329719,51.71744,89215801c77ffff,47991.0,Развозная и разносная розничная торговля,Малые предприятия (<= 5),ИП,2191.516304347826,552.0,1209717.0
960,580204301452,78.153636,52.493214,892064c8d7bffff,1620.0,"Деятельность, способствующая животноводству",Малые предприятия (<= 5),ИП,4521.666666666667,6.0,27130.0
961,580204450175,76.923304,52.037414,8921590b31bffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,18500.0,4.0,74000.0
962,580206450100,76.981658,52.296175,8921590250bffff,47721.0,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,14500.0,3.0,43500.0
963,580210401729,75.699062,50.785639,89215a37613ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
964,580216450046,77.130725,52.320166,89215915aafffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,4666.666666666667,3.0,14000.0
965,580220450454,76.985629,52.262251,892159022a7ffff,47224.0,"Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,3185.222222222222,9.0,28667.0
966,580306401205,75.318481,51.733139,8921580034bffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,3983.3333333333335,6.0,23900.0
967,580307450184,76.92466,52.302625,89215910a77ffff,52214.0,Деятельность автомобильных стоянок,Малые предприятия (<= 5),ИП,537.5,64.0,34400.0
968,580307450398,77.130725,52.320166,89215915aafffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,6530.0,10.0,65300.0
969,580308450056,76.985629,52.262251,892159022a7ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,2599.5789473684213,285.0,740880.0
970,580326450094,76.960323,52.280652,8921590246fffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,14566.666666666666,15.0,218500.0
971,580330450105,76.952032,52.292309,89215902407ffff,47291.0,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,3579.833333333333,6.0,21479.0
972,580404450137,76.95143,52.267978,8921590263bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1258.235294117647,34.0,42780.0
973,580408300909,75.321401,51.729575,89215801cbbffff,47641.0,"Розничная торговля спортивным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,,,
974,580414450374,76.965776,52.284823,89215902093ffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,6525.0,8.0,52200.0
975,580428301530,76.968264,52.285522,89215902083ffff,47892.0,Розничная торговля прочими товарами на рынках,Малые предприятия (<= 5),ИП,5583.333333333333,6.0,33500.0
976,580503400723,76.951169,52.292358,89215902407ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,4659.814814814815,27.0,125815.0
977,580512300310,76.968264,52.285522,89215902083ffff,47892.0,Розничная торговля прочими товарами на рынках,Малые предприятия (<= 5),ИП,,,
978,580518400844,76.960323,52.280652,8921590246fffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,9750.0,4.0,39000.0
979,580520301292,76.975226,52.276497,89215902003ffff,49410.0,Деятельность грузового автомобильного транспорта,Малые предприятия (<= 5),ИП,4618.333333333333,60.0,277100.0
980,580601402574,76.960323,52.280652,8921590246fffff,47621.0,"Розничная торговля газетами, журналами и канцелярскими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1364.1666666666667,12.0,16370.0
981,580604400118,76.945753,52.278321,892159026b7ffff,85599.0,"Прочая деятельность в области образования, не включенная в другие группировки",Малые предприятия (<= 5),ИП,47083.333333333336,6.0,282500.0
982,580607400174,76.968264,52.285522,89215902083ffff,47721.0,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,16068.75,16.0,257100.0
983,580608450453,76.974517,52.290089,8921590254bffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,3710.727272727273,22.0,81636.0
984,580608450601,76.981209,52.290987,8921590254fffff,47241.0,"Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,,,
985,580609401689,76.994316,52.241278,8921590048bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,5072.727272727273,11.0,55800.0
986,580610400567,76.967609,52.277065,892159020c7ffff,47892.0,Розничная торговля прочими товарами на рынках,Малые предприятия (<= 5),ИП,9000.0,6.0,54000.0
987,580628350139,78.151624,52.500978,892064c8d0bffff,49320.0,Деятельность такси,Малые предприятия (<= 5),ИП,2500.0,14.0,35000.0
988,580708450447,76.952571,52.293124,89215902407ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1750.0,4.0,7000.0
989,580713450246,76.952571,52.293124,89215902407ffff,47771.0,"Розничная торговля часами и ювелирными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,61324.617647058825,34.0,2085037.0
